date,avg_return
2025-09-03,1.1450511109815609
2025-09-04,1.14238042510673
2025-09-05,1.160514871626136
2025-09-08,1.1678498203578118
2025-09-09,1.1575315209444572
2025-09-10,1.1702318383319164
2025-09-11,1.183425612750989
2025-09-12,1.194028212385052
2025-09-15,1.1939664853902638
2025-09-16,1.2073364525468264
2025-09-17,1.1984823290646553
2025-09-18,1.1861476294299464
2025-09-19,1.1838966536271989
2025-09-22,1.1765416480237978
2025-09-23,1.1451037363420633
2025-09-24,1.1613645410515827
2025-09-25,1.158207172578164
2025-09-26,1.1676230505059537
2025-09-29,1.1814152699372362
2025-09-30,1.196753935493984
2025-10-09,1.1982111187144606
2025-10-10,1.2122664925216202
2025-10-13,1.2135315414731591
2025-10-14,1.2242592511797936
2025-10-15,1.2404928481882838
2025-10-16,1.2679027897749822
2025-10-17,1.2660313395776739
2025-10-20,1.2856985016845348
2025-10-21,1.3032176627690806
2025-10-22,1.2717817871495505
2025-10-23,1.2703096049762899
2025-10-24,1.2716244931373208
2025-10-27,1.2658999535746123
2025-10-28,1.279876561101069
2025-10-29,1.3361896235889865
2025-10-30,1.321167636839989
2025-10-31,1.3500685502679017
2025-11-03,1.406876002647739
2025-11-04,1.4102868134719873
2025-11-05,1.4741961228848253
2025-11-06,1.4231865694552905
2025-11-07,1.453915145761663
2025-11-10,1.4553853853254137
2025-11-11,1.43519501064069
2025-11-12,1.4173099863795093
2025-11-13,1.4346033010835424
2025-11-14,1.4950913268140589
2025-11-17,1.5276088371238512
2025-11-18,1.5277834986918737
2025-11-19,1.46536046223245
2025-11-20,1.5024277455519046
2025-11-21,1.4537359749603032
2025-11-24,1.42219211387971
2025-11-25,1.4651644103982142
2025-11-26,1.4694236123137263
2025-11-27,1.4292334166839873
2025-11-28,1.4808935447389515
2025-12-01,1.4745797460354264
2025-12-02,1.49114115393063
2025-12-03,1.483544926058177
2025-12-04,1.432599106995739
2025-12-05,1.4567790010296342
2025-12-08,1.4972403046292508
2025-12-09,1.4427886654380802
2025-12-10,1.5390507135436142
2025-12-11,1.4937569773323243
2025-12-12,1.4807839901914253
2025-12-15,1.4734792480959278
2025-12-16,1.4344809977162036
2025-12-17,1.4067516585274098
2025-12-18,1.3595344089345878
2025-12-19,1.4301054334446952
2025-12-22,1.5646627590010884
2025-12-23,1.5755524682887727
2025-12-24,1.5668581444874932
2025-12-25,1.5276981127931624
