code,date,sec_code,change_pct,net_amount_main,net_pct_main,net_amount_xl,net_pct_xl,net_amount_l,net_pct_l,net_amount_m,net_pct_m,net_amount_s,net_pct_s
,2025-01-02 00:00:00+08:00,000505.XSHE,-1.79,-221.0,-4.015,0.0,0.0,-221.0,-4.015,-129.0,-2.343,-47.0,-0.854
,2025-01-03 00:00:00+08:00,000505.XSHE,-4.96,-222.0,-4.042,-133.0,-2.422,-89.0,-1.621,-308.0,-5.608,-47.0,-0.856
,2025-01-06 00:00:00+08:00,000505.XSHE,0.0,-263.0,-7.01,-269.0,-7.17,6.0,0.16,81.0,2.159,-34.0,-0.906
,2025-01-07 00:00:00+08:00,000505.XSHE,1.39,-270.0,-8.507,-145.0,-4.568,-125.0,-3.938,8.0,0.252,-3.0,-0.095
,2025-01-08 00:00:00+08:00,000505.XSHE,0.0,-5.0,-0.125,1.0,0.025,-6.0,-0.15,-60.0,-1.5,-26.0,-0.65
,2025-01-09 00:00:00+08:00,000505.XSHE,1.03,184.0,5.662,238.0,7.323,-54.0,-1.662,61.0,1.877,21.0,0.646
,2025-01-10 00:00:00+08:00,000505.XSHE,-2.71,-304.0,-10.931,0.0,0.0,-304.0,-10.931,-114.0,-4.099,49.0,1.762
,2025-01-13 00:00:00+08:00,000505.XSHE,1.57,419.0,15.253,0.0,0.0,419.0,15.253,159.0,5.788,-10.0,-0.364
,2025-01-14 00:00:00+08:00,000505.XSHE,2.23,-532.0,-11.555,-102.0,-2.215,-430.0,-9.34,-75.0,-1.629,23.0,0.5
,2025-01-15 00:00:00+08:00,000505.XSHE,0.17,248.0,8.687,0.0,0.0,248.0,8.687,33.0,1.156,-13.0,-0.455
,2025-01-16 00:00:00+08:00,000505.XSHE,0.0,-474.0,-10.139,0.0,0.0,-474.0,-10.139,-95.0,-2.032,3.0,0.064
,2025-01-17 00:00:00+08:00,000505.XSHE,0.0,3.0,0.134,0.0,0.0,3.0,0.134,29.0,1.299,-22.0,-0.986
,2025-01-20 00:00:00+08:00,000505.XSHE,0.17,-218.0,-9.233,-101.0,-4.278,-117.0,-4.956,-39.0,-1.652,26.0,1.101
,2025-01-21 00:00:00+08:00,000505.XSHE,0.5,547.0,11.405,292.0,6.088,255.0,5.317,211.0,4.399,-39.0,-0.813
,2025-01-22 00:00:00+08:00,000505.XSHE,-1.0,-45.0,-1.909,0.0,0.0,-45.0,-1.909,39.0,1.655,-51.0,-2.164
,2025-01-23 00:00:00+08:00,000505.XSHE,-0.51,-80.0,-2.379,0.0,0.0,-80.0,-2.379,-150.0,-4.46,-6.0,-0.178
,2025-01-24 00:00:00+08:00,000505.XSHE,-0.85,-306.0,-10.581,-111.0,-3.838,-195.0,-6.743,-220.0,-7.607,-35.0,-1.21
,2025-01-27 00:00:00+08:00,000505.XSHE,1.54,381.0,10.999,0.0,0.0,381.0,10.999,198.0,5.716,-2.0,-0.058
,2025-02-05 00:00:00+08:00,000505.XSHE,-0.34,-151.0,-6.997,0.0,0.0,-151.0,-6.997,-55.0,-2.549,7.0,0.324
,2025-02-06 00:00:00+08:00,000505.XSHE,0.17,-12.0,-0.362,0.0,0.0,-12.0,-0.362,-56.0,-1.687,-11.0,-0.331
,2025-02-07 00:00:00+08:00,000505.XSHE,1.02,27.0,0.455,-12.0,-0.202,39.0,0.658,6.0,0.101,16.0,0.27
,2025-02-10 00:00:00+08:00,000505.XSHE,1.84,119.0,2.262,196.0,3.726,-77.0,-1.464,-88.0,-1.673,22.0,0.418
,2025-02-11 00:00:00+08:00,000505.XSHE,-0.66,22.0,0.778,0.0,0.0,22.0,0.778,-40.0,-1.414,-3.0,-0.106
,2025-02-12 00:00:00+08:00,000505.XSHE,0.0,-451.0,-13.133,-381.0,-11.095,-70.0,-2.038,80.0,2.33,-85.0,-2.475
,2025-02-13 00:00:00+08:00,000505.XSHE,0.0,65.0,1.771,-102.0,-2.779,167.0,4.55,-2.0,-0.054,13.0,0.354
,2025-02-14 00:00:00+08:00,000505.XSHE,-1.32,-285.0,-7.917,-233.0,-6.472,-52.0,-1.444,-25.0,-0.694,37.0,1.028
,2025-02-17 00:00:00+08:00,000505.XSHE,1.67,332.0,6.084,8.0,0.147,324.0,5.937,-115.0,-2.107,38.0,0.696
,2025-02-18 00:00:00+08:00,000505.XSHE,-3.44,-616.0,-11.418,-151.0,-2.799,-465.0,-8.619,-50.0,-0.927,-8.0,-0.148
,2025-02-19 00:00:00+08:00,000505.XSHE,0.17,-265.0,-8.477,-105.0,-3.359,-160.0,-5.118,-20.0,-0.64,6.0,0.192
,2025-02-20 00:00:00+08:00,000505.XSHE,0.34,371.0,14.182,131.0,5.008,240.0,9.174,-1.0,-0.038,-9.0,-0.344
,2025-02-21 00:00:00+08:00,000505.XSHE,-0.51,-551.0,-18.484,-107.0,-3.589,-444.0,-14.894,-112.0,-3.757,-2.0,-0.067
,2025-02-24 00:00:00+08:00,000505.XSHE,1.52,-124.0,-1.63,-85.0,-1.117,-39.0,-0.513,36.0,0.473,-31.0,-0.407
,2025-02-25 00:00:00+08:00,000505.XSHE,-2.16,-162.0,-3.934,0.0,0.0,-162.0,-3.934,64.0,1.554,-5.0,-0.121
,2025-02-26 00:00:00+08:00,000505.XSHE,1.02,198.0,7.421,0.0,0.0,198.0,7.421,152.0,5.697,-6.0,-0.225
,2025-02-27 00:00:00+08:00,000505.XSHE,1.51,390.0,7.126,146.0,2.668,244.0,4.458,163.0,2.978,59.0,1.078
,2025-02-28 00:00:00+08:00,000505.XSHE,-2.32,-196.0,-4.604,3.0,0.07,-199.0,-4.675,-21.0,-0.493,-32.0,-0.752
,2025-03-03 00:00:00+08:00,000505.XSHE,0.51,7.0,0.214,0.0,0.0,7.0,0.214,64.0,1.961,45.0,1.379
,2025-03-04 00:00:00+08:00,000505.XSHE,1.69,585.0,12.854,249.0,5.471,336.0,7.383,-3.0,-0.066,-7.0,-0.154
,2025-03-05 00:00:00+08:00,000505.XSHE,-1.16,-370.0,-9.791,-238.0,-6.298,-132.0,-3.493,-35.0,-0.926,21.0,0.556
,2025-03-06 00:00:00+08:00,000505.XSHE,0.34,-65.0,-1.864,106.0,3.039,-171.0,-4.903,-18.0,-0.516,22.0,0.631
,2025-03-07 00:00:00+08:00,000505.XSHE,-0.84,20.0,0.804,0.0,0.0,20.0,0.804,156.0,6.273,-12.0,-0.483
,2025-03-10 00:00:00+08:00,000505.XSHE,4.89,1697.0,13.27,1332.0,10.416,365.0,2.854,38.0,0.297,-12.0,-0.094
,2025-03-11 00:00:00+08:00,000505.XSHE,-0.64,-8.0,-0.119,-139.0,-2.062,131.0,1.943,-107.0,-1.587,43.0,0.638
,2025-03-12 00:00:00+08:00,000505.XSHE,-0.97,-143.0,-2.811,0.0,0.0,-143.0,-2.811,-42.0,-0.825,34.0,0.668
,2025-03-13 00:00:00+08:00,000505.XSHE,-0.33,-78.0,-1.83,-101.0,-2.369,23.0,0.54,100.0,2.346,-26.0,-0.61
,2025-03-14 00:00:00+08:00,000505.XSHE,0.99,142.0,2.235,201.0,3.164,-59.0,-0.929,8.0,0.126,30.0,0.472
,2025-03-17 00:00:00+08:00,000505.XSHE,0.65,656.0,11.658,103.0,1.83,553.0,9.828,15.0,0.267,-58.0,-1.031
,2025-03-18 00:00:00+08:00,000505.XSHE,-0.48,89.0,2.728,100.0,3.066,-11.0,-0.337,-50.0,-1.533,-1.0,-0.031
,2025-03-19 00:00:00+08:00,000505.XSHE,-0.65,203.0,8.292,124.0,5.065,79.0,3.227,58.0,2.369,5.0,0.204
,2025-03-20 00:00:00+08:00,000505.XSHE,0.16,9.0,0.263,0.0,0.0,9.0,0.263,106.0,3.092,5.0,0.146
,2025-03-21 00:00:00+08:00,000505.XSHE,0.16,276.0,5.351,335.0,6.495,-59.0,-1.144,45.0,0.872,8.0,0.155
,2025-03-24 00:00:00+08:00,000505.XSHE,-1.78,-189.0,-3.47,0.0,0.0,-189.0,-3.47,-69.0,-1.267,3.0,0.055
,2025-03-25 00:00:00+08:00,000505.XSHE,0.82,-175.0,-4.022,-201.0,-4.62,26.0,0.598,109.0,2.505,16.0,0.368
,2025-03-26 00:00:00+08:00,000505.XSHE,0.98,12.0,0.275,0.0,0.0,12.0,0.275,80.0,1.833,-13.0,-0.298
,2025-03-27 00:00:00+08:00,000505.XSHE,-0.97,-102.0,-3.898,0.0,0.0,-102.0,-3.898,-37.0,-1.414,9.0,0.344
,2025-03-28 00:00:00+08:00,000505.XSHE,-1.14,-198.0,-5.375,0.0,0.0,-198.0,-5.375,110.0,2.986,1.0,0.027
,2025-03-31 00:00:00+08:00,000505.XSHE,-3.29,-511.0,-9.905,0.0,0.0,-511.0,-9.905,-138.0,-2.675,17.0,0.33
,2025-04-01 00:00:00+08:00,000505.XSHE,2.55,245.0,5.735,0.0,0.0,245.0,5.735,67.0,1.568,4.0,0.094
,2025-04-02 00:00:00+08:00,000505.XSHE,-0.83,126.0,4.728,110.0,4.128,16.0,0.6,-49.0,-1.839,-3.0,-0.113
,2025-04-03 00:00:00+08:00,000505.XSHE,3.35,827.0,13.011,428.0,6.734,399.0,6.278,149.0,2.344,9.0,0.142
,2025-04-07 00:00:00+08:00,000505.XSHE,3.08,442.0,1.492,14.0,0.047,428.0,1.445,-631.0,-2.131,60.0,0.203
,2025-04-08 00:00:00+08:00,000505.XSHE,8.48,2742.0,7.187,2082.0,5.457,660.0,1.73,-256.0,-0.671,63.0,0.165
,2025-04-09 00:00:00+08:00,000505.XSHE,-2.6,-776.0,-2.148,-742.0,-2.054,-34.0,-0.094,131.0,0.363,-1.0,-0.003
,2025-04-10 00:00:00+08:00,000505.XSHE,2.23,3977.0,10.612,3465.0,9.245,512.0,1.366,-475.0,-1.267,34.0,0.091
,2025-04-11 00:00:00+08:00,000505.XSHE,-4.79,-3328.0,-13.496,-1620.0,-6.57,-1708.0,-6.926,-160.0,-0.649,-2.0,-0.008
,2025-04-14 00:00:00+08:00,000505.XSHE,10.06,4996.0,19.7,4077.0,16.076,919.0,3.624,-121.0,-0.477,-19.0,-0.075
,2025-04-15 00:00:00+08:00,000505.XSHE,9.97,7495.0,10.38,8932.0,12.37,-1437.0,-1.99,-355.0,-0.492,-30.0,-0.042
,2025-04-16 00:00:00+08:00,000505.XSHE,-6.55,-7021.0,-9.886,-4020.0,-5.66,-3001.0,-4.225,-111.0,-0.156,69.0,0.097
,2025-04-17 00:00:00+08:00,000505.XSHE,2.43,1751.0,3.088,930.0,1.64,821.0,1.448,284.0,0.501,-34.0,-0.06
,2025-04-18 00:00:00+08:00,000505.XSHE,-10.04,-5734.0,-12.62,-3310.0,-7.285,-2424.0,-5.335,-172.0,-0.379,-1.0,-0.002
,2025-04-21 00:00:00+08:00,000505.XSHE,-0.44,199.0,0.846,648.0,2.755,-449.0,-1.909,15.0,0.064,-30.0,-0.128
,2025-04-22 00:00:00+08:00,000505.XSHE,2.35,1360.0,5.03,1021.0,3.776,339.0,1.254,454.0,1.679,-27.0,-0.1
,2025-04-23 00:00:00+08:00,000505.XSHE,-4.3,80.0,0.343,260.0,1.113,-180.0,-0.771,-174.0,-0.745,-67.0,-0.287
,2025-04-24 00:00:00+08:00,000505.XSHE,-3.15,-132.0,-0.735,-112.0,-0.624,-20.0,-0.111,-39.0,-0.217,-81.0,-0.451
,2025-04-25 00:00:00+08:00,000505.XSHE,-0.46,166.0,1.688,106.0,1.078,60.0,0.61,-107.0,-1.088,-65.0,-0.661
,2025-04-28 00:00:00+08:00,000505.XSHE,-3.42,-479.0,-4.151,6.0,0.052,-485.0,-4.204,-13.0,-0.113,16.0,0.139
,2025-04-29 00:00:00+08:00,000505.XSHE,0.16,190.0,2.534,246.0,3.281,-56.0,-0.747,-195.0,-2.601,-2.0,-0.027
,2025-04-30 00:00:00+08:00,000505.XSHE,-0.16,6.0,0.072,-42.0,-0.506,48.0,0.578,31.0,0.374,-49.0,-0.59
,2025-05-06 00:00:00+08:00,000505.XSHE,1.93,736.0,7.164,347.0,3.378,389.0,3.787,-60.0,-0.584,-60.0,-0.584
,2025-05-07 00:00:00+08:00,000505.XSHE,4.42,984.0,4.194,86.0,0.367,898.0,3.827,-106.0,-0.452,26.0,0.111
,2025-05-08 00:00:00+08:00,000505.XSHE,-1.51,-672.0,-5.273,-41.0,-0.322,-631.0,-4.951,-6.0,-0.047,9.0,0.071
,2025-05-09 00:00:00+08:00,000505.XSHE,0.77,1027.0,6.918,1043.0,7.026,-16.0,-0.108,-177.0,-1.192,-85.0,-0.573
,2025-05-12 00:00:00+08:00,000505.XSHE,-1.82,51.0,0.408,141.0,1.128,-90.0,-0.72,-107.0,-0.856,66.0,0.528
,2025-05-13 00:00:00+08:00,000505.XSHE,-1.39,-386.0,-3.376,-452.0,-3.953,66.0,0.577,111.0,0.971,-99.0,-0.866
,2025-05-14 00:00:00+08:00,000505.XSHE,0.47,529.0,7.948,381.0,5.724,148.0,2.224,182.0,2.734,-29.0,-0.436
,2025-05-15 00:00:00+08:00,000505.XSHE,1.4,981.0,7.185,764.0,5.595,217.0,1.589,273.0,1.999,39.0,0.286
,2025-05-16 00:00:00+08:00,000505.XSHE,-2.0,-266.0,-3.24,-180.0,-2.192,-86.0,-1.047,-8.0,-0.097,-56.0,-0.682
,2025-05-19 00:00:00+08:00,000505.XSHE,3.3,2430.0,16.128,1433.0,9.511,997.0,6.617,153.0,1.015,-87.0,-0.577
,2025-05-20 00:00:00+08:00,000505.XSHE,0.46,690.0,7.787,11.0,0.124,679.0,7.663,-100.0,-1.129,-41.0,-0.463
,2025-05-21 00:00:00+08:00,000505.XSHE,-0.76,-803.0,-11.4,-396.0,-5.622,-407.0,-5.778,36.0,0.511,-55.0,-0.781
,2025-05-22 00:00:00+08:00,000505.XSHE,-1.98,-486.0,-7.591,0.0,0.0,-486.0,-7.591,-190.0,-2.968,-29.0,-0.453
,2025-05-23 00:00:00+08:00,000505.XSHE,-2.02,-429.0,-5.546,-192.0,-2.482,-237.0,-3.064,143.0,1.849,-49.0,-0.633
,2025-05-26 00:00:00+08:00,000505.XSHE,0.64,-35.0,-0.942,0.0,0.0,-35.0,-0.942,3.0,0.081,37.0,0.996
,2025-05-27 00:00:00+08:00,000505.XSHE,2.2,604.0,7.957,345.0,4.545,259.0,3.412,119.0,1.568,-4.0,-0.053
,2025-05-28 00:00:00+08:00,000505.XSHE,-1.08,-200.0,-5.03,-113.0,-2.842,-87.0,-2.188,-149.0,-3.747,24.0,0.604
,2025-05-29 00:00:00+08:00,000505.XSHE,0.31,114.0,2.259,147.0,2.913,-33.0,-0.654,-50.0,-0.991,2.0,0.04
,2025-05-30 00:00:00+08:00,000505.XSHE,-0.62,-170.0,-2.655,113.0,1.765,-283.0,-4.419,25.0,0.39,17.0,0.265
,2025-06-03 00:00:00+08:00,000505.XSHE,1.4,423.0,5.915,313.0,4.377,110.0,1.538,-43.0,-0.601,-74.0,-1.035
,2025-06-04 00:00:00+08:00,000505.XSHE,0.62,233.0,3.49,276.0,4.134,-43.0,-0.644,-89.0,-1.333,2.0,0.03
,2025-06-05 00:00:00+08:00,000505.XSHE,-1.22,-671.0,-9.856,-336.0,-4.935,-335.0,-4.921,-35.0,-0.514,-14.0,-0.206
,2025-06-06 00:00:00+08:00,000505.XSHE,1.7,1533.0,14.331,1338.0,12.508,195.0,1.823,207.0,1.935,19.0,0.178
,2025-06-09 00:00:00+08:00,000505.XSHE,-0.76,-1647.0,-18.669,-1233.0,-13.976,-414.0,-4.693,-63.0,-0.714,-21.0,-0.238
,2025-06-10 00:00:00+08:00,000505.XSHE,0.92,1126.0,8.375,675.0,5.021,451.0,3.355,108.0,0.803,-48.0,-0.357
,2025-06-11 00:00:00+08:00,000505.XSHE,-0.91,173.0,2.219,231.0,2.962,-58.0,-0.744,171.0,2.193,24.0,0.308
,2025-06-12 00:00:00+08:00,000505.XSHE,-1.38,-608.0,-8.029,-156.0,-2.06,-452.0,-5.969,-206.0,-2.72,-28.0,-0.37
,2025-06-13 00:00:00+08:00,000505.XSHE,-0.47,675.0,9.802,472.0,6.854,203.0,2.948,-107.0,-1.554,-27.0,-0.392
,2025-06-16 00:00:00+08:00,000505.XSHE,0.47,101.0,2.575,121.0,3.085,-20.0,-0.51,51.0,1.3,14.0,0.357
,2025-06-17 00:00:00+08:00,000505.XSHE,-0.16,-259.0,-5.171,-227.0,-4.532,-32.0,-0.639,-74.0,-1.477,18.0,0.359
,2025-06-18 00:00:00+08:00,000505.XSHE,-1.4,-611.0,-11.53,-194.0,-3.661,-417.0,-7.869,-112.0,-2.114,2.0,0.038
,2025-06-19 00:00:00+08:00,000505.XSHE,-2.37,-347.0,-6.043,0.0,0.0,-347.0,-6.043,-80.0,-1.393,-11.0,-0.192
,2025-06-20 00:00:00+08:00,000505.XSHE,0.0,-229.0,-6.956,0.0,0.0,-229.0,-6.956,-31.0,-0.942,-3.0,-0.091
,2025-06-23 00:00:00+08:00,000505.XSHE,1.78,131.0,2.825,123.0,2.653,8.0,0.173,-53.0,-1.143,23.0,0.496
,2025-06-24 00:00:00+08:00,000505.XSHE,0.8,285.0,6.656,286.0,6.679,-1.0,-0.023,131.0,3.059,9.0,0.21
,2025-06-25 00:00:00+08:00,000505.XSHE,0.32,6.0,0.143,113.0,2.697,-107.0,-2.554,-130.0,-3.103,17.0,0.406
,2025-06-26 00:00:00+08:00,000505.XSHE,-0.16,-386.0,-9.364,-537.0,-13.028,151.0,3.663,-160.0,-3.882,8.0,0.194
,2025-06-27 00:00:00+08:00,000505.XSHE,-0.32,-211.0,-5.314,0.0,0.0,-211.0,-5.314,-47.0,-1.184,-24.0,-0.604
,2025-06-30 00:00:00+08:00,000505.XSHE,0.32,283.0,7.441,292.0,7.678,-9.0,-0.237,-26.0,-0.684,-17.0,-0.447
,2025-07-01 00:00:00+08:00,000505.XSHE,1.26,1394.0,20.262,1019.0,14.811,375.0,5.451,-106.0,-1.541,-54.0,-0.785
,2025-07-02 00:00:00+08:00,000505.XSHE,0.16,318.0,5.531,280.0,4.87,38.0,0.661,-72.0,-1.252,-21.0,-0.365
,2025-07-03 00:00:00+08:00,000505.XSHE,0.16,-380.0,-7.624,12.0,0.241,-392.0,-7.865,11.0,0.221,-25.0,-0.502
,2025-07-04 00:00:00+08:00,000505.XSHE,0.62,1388.0,15.51,954.0,10.66,434.0,4.85,63.0,0.704,17.0,0.19
,2025-07-07 00:00:00+08:00,000505.XSHE,0.46,-103.0,-1.366,120.0,1.591,-223.0,-2.957,-14.0,-0.186,-45.0,-0.597
,2025-07-08 00:00:00+08:00,000505.XSHE,0.0,-146.0,-2.656,-141.0,-2.566,-5.0,-0.091,-241.0,-4.385,-58.0,-1.055
,2025-07-09 00:00:00+08:00,000505.XSHE,-0.61,114.0,1.942,347.0,5.912,-233.0,-3.97,118.0,2.011,-34.0,-0.579
,2025-07-10 00:00:00+08:00,000505.XSHE,0.77,410.0,4.994,520.0,6.334,-110.0,-1.34,132.0,1.608,-25.0,-0.305
,2025-07-11 00:00:00+08:00,000505.XSHE,1.53,1070.0,6.779,575.0,3.643,495.0,3.136,-41.0,-0.26,-171.0,-1.083
,2025-07-14 00:00:00+08:00,000505.XSHE,1.36,525.0,5.997,176.0,2.01,349.0,3.986,-53.0,-0.605,-34.0,-0.388
,2025-07-15 00:00:00+08:00,000505.XSHE,-2.39,-268.0,-3.731,196.0,2.729,-464.0,-6.46,-67.0,-0.933,-4.0,-0.056
,2025-07-16 00:00:00+08:00,000505.XSHE,4.43,3136.0,16.804,2387.0,12.791,749.0,4.014,350.0,1.875,-39.0,-0.209
,2025-07-17 00:00:00+08:00,000505.XSHE,0.29,867.0,6.21,739.0,5.293,128.0,0.917,-73.0,-0.523,-11.0,-0.079
,2025-07-18 00:00:00+08:00,000505.XSHE,2.47,2811.0,18.946,1825.0,12.3,986.0,6.646,-187.0,-1.26,-30.0,-0.202
,2025-07-21 00:00:00+08:00,000505.XSHE,2.98,1952.0,9.142,816.0,3.822,1136.0,5.32,467.0,2.187,-72.0,-0.337
,2025-07-22 00:00:00+08:00,000505.XSHE,-1.1,147.0,0.842,-32.0,-0.183,179.0,1.026,-3.0,-0.017,-53.0,-0.304
,2025-07-23 00:00:00+08:00,000505.XSHE,-5.28,-4954.0,-17.575,-3475.0,-12.328,-1479.0,-5.247,-407.0,-1.444,23.0,0.082
,2025-07-24 00:00:00+08:00,000505.XSHE,9.97,3922.0,10.556,3722.0,10.017,200.0,0.538,330.0,0.888,17.0,0.046
,2025-07-25 00:00:00+08:00,000505.XSHE,-5.07,-3153.0,-9.094,-2322.0,-6.697,-831.0,-2.397,75.0,0.216,161.0,0.464
,2025-07-28 00:00:00+08:00,000505.XSHE,-2.53,-240.0,-1.194,227.0,1.129,-467.0,-2.323,-210.0,-1.044,12.0,0.06
,2025-07-29 00:00:00+08:00,000505.XSHE,-1.01,-1236.0,-8.007,-1239.0,-8.026,3.0,0.019,-157.0,-1.017,23.0,0.149
,2025-07-30 00:00:00+08:00,000505.XSHE,-0.15,-758.0,-5.574,-183.0,-1.346,-575.0,-4.228,-82.0,-0.603,9.0,0.066
,2025-07-31 00:00:00+08:00,000505.XSHE,-2.63,-1009.0,-7.289,-435.0,-3.143,-574.0,-4.147,-293.0,-2.117,-43.0,-0.311
,2025-08-01 00:00:00+08:00,000505.XSHE,-0.45,184.0,2.794,-7.0,-0.106,191.0,2.9,-107.0,-1.625,-2.0,-0.03
,2025-08-04 00:00:00+08:00,000505.XSHE,0.15,79.0,1.478,20.0,0.374,59.0,1.104,11.0,0.206,-28.0,-0.524
,2025-08-05 00:00:00+08:00,000505.XSHE,0.75,135.0,2.218,-75.0,-1.232,210.0,3.451,-37.0,-0.608,14.0,0.23
,2025-08-06 00:00:00+08:00,000505.XSHE,-0.3,-229.0,-4.4,6.0,0.115,-235.0,-4.516,-167.0,-3.209,-33.0,-0.634
,2025-08-07 00:00:00+08:00,000505.XSHE,0.75,133.0,2.182,-15.0,-0.246,148.0,2.428,-18.0,-0.295,54.0,0.886
,2025-08-08 00:00:00+08:00,000505.XSHE,-0.3,-198.0,-3.195,-131.0,-2.114,-67.0,-1.081,-134.0,-2.162,40.0,0.645
,2025-08-11 00:00:00+08:00,000505.XSHE,0.59,-617.0,-9.697,-63.0,-0.99,-554.0,-8.707,-64.0,-1.006,29.0,0.456
,2025-08-12 00:00:00+08:00,000505.XSHE,0.44,-57.0,-0.727,-356.0,-4.54,299.0,3.813,-11.0,-0.14,-54.0,-0.689
,2025-08-13 00:00:00+08:00,000505.XSHE,0.0,-398.0,-5.139,-297.0,-3.835,-101.0,-1.304,52.0,0.671,-32.0,-0.413
,2025-08-14 00:00:00+08:00,000505.XSHE,-1.76,-142.0,-1.435,-341.0,-3.445,199.0,2.011,-250.0,-2.526,-42.0,-0.424
,2025-08-15 00:00:00+08:00,000505.XSHE,0.45,-261.0,-4.263,-151.0,-2.466,-110.0,-1.797,-15.0,-0.245,-35.0,-0.572
,2025-08-18 00:00:00+08:00,000505.XSHE,0.3,473.0,5.64,325.0,3.875,148.0,1.765,10.0,0.119,-23.0,-0.274
,2025-08-19 00:00:00+08:00,000505.XSHE,0.6,683.0,9.542,542.0,7.572,141.0,1.97,78.0,1.09,-42.0,-0.587
,2025-08-20 00:00:00+08:00,000505.XSHE,0.3,-434.0,-5.907,-418.0,-5.689,-16.0,-0.218,-114.0,-1.552,-18.0,-0.245
,2025-08-21 00:00:00+08:00,000505.XSHE,0.44,868.0,8.827,937.0,9.529,-69.0,-0.702,-7.0,-0.071,-10.0,-0.102
,2025-08-22 00:00:00+08:00,000505.XSHE,-0.59,-663.0,-8.52,-435.0,-5.59,-228.0,-2.93,-91.0,-1.169,-69.0,-0.887
,2025-08-25 00:00:00+08:00,000505.XSHE,0.44,498.0,5.22,464.0,4.863,34.0,0.356,140.0,1.467,-89.0,-0.933
,2025-08-26 00:00:00+08:00,000505.XSHE,0.74,821.0,8.369,467.0,4.76,354.0,3.609,-120.0,-1.223,-35.0,-0.357
,2025-08-27 00:00:00+08:00,000505.XSHE,-2.04,-623.0,-6.101,-176.0,-1.724,-447.0,-4.378,-200.0,-1.959,-18.0,-0.176
,2025-08-28 00:00:00+08:00,000505.XSHE,-0.6,-1222.0,-12.258,-1053.0,-10.563,-169.0,-1.695,7.0,0.07,-21.0,-0.211
,2025-08-29 00:00:00+08:00,000505.XSHE,0.0,330.0,4.972,215.0,3.239,115.0,1.733,-48.0,-0.723,6.0,0.09
,2025-09-01 00:00:00+08:00,000505.XSHE,1.35,-11.0,-0.139,290.0,3.663,-301.0,-3.801,200.0,2.526,18.0,0.227
,2025-09-02 00:00:00+08:00,000505.XSHE,-1.19,-397.0,-6.61,-108.0,-1.798,-289.0,-4.812,7.0,0.117,5.0,0.083
,2025-09-03 00:00:00+08:00,000505.XSHE,-2.69,-624.0,-9.99,-224.0,-3.586,-400.0,-6.404,-211.0,-3.378,33.0,0.528
,2025-09-04 00:00:00+08:00,000505.XSHE,1.84,467.0,6.736,-115.0,-1.659,582.0,8.395,5.0,0.072,-84.0,-1.212
,2025-09-05 00:00:00+08:00,000505.XSHE,0.0,-411.0,-6.318,-590.0,-9.07,179.0,2.752,12.0,0.184,-6.0,-0.092
,2025-09-08 00:00:00+08:00,000505.XSHE,1.36,-270.0,-4.468,-101.0,-1.671,-169.0,-2.797,-11.0,-0.182,-23.0,-0.381
,2025-09-09 00:00:00+08:00,000505.XSHE,-0.6,-247.0,-5.715,0.0,0.0,-247.0,-5.715,74.0,1.712,-39.0,-0.902
,2025-09-10 00:00:00+08:00,000505.XSHE,1.2,858.0,15.569,411.0,7.458,447.0,8.111,-69.0,-1.252,-34.0,-0.617
,2025-09-11 00:00:00+08:00,000505.XSHE,0.15,-491.0,-7.79,-341.0,-5.41,-150.0,-2.38,-68.0,-1.079,22.0,0.349
,2025-09-12 00:00:00+08:00,000505.XSHE,-0.3,-109.0,-1.549,57.0,0.81,-166.0,-2.358,43.0,0.611,24.0,0.341
,2025-09-15 00:00:00+08:00,000505.XSHE,0.0,-127.0,-2.66,130.0,2.723,-257.0,-5.383,-155.0,-3.247,77.0,1.613
,2025-09-16 00:00:00+08:00,000505.XSHE,0.3,-25.0,-0.54,0.0,0.0,-25.0,-0.54,-36.0,-0.777,-9.0,-0.194
,2025-09-17 00:00:00+08:00,000505.XSHE,-0.74,93.0,1.742,127.0,2.378,-34.0,-0.637,-46.0,-0.861,-12.0,-0.225
,2025-09-18 00:00:00+08:00,000505.XSHE,-1.49,-110.0,-1.6,9.0,0.131,-119.0,-1.731,-121.0,-1.76,-14.0,-0.204
,2025-09-19 00:00:00+08:00,000505.XSHE,0.15,417.0,8.857,303.0,6.436,114.0,2.421,45.0,0.956,17.0,0.361
,2025-09-22 00:00:00+08:00,000505.XSHE,-2.25,-606.0,-11.979,0.0,0.0,-606.0,-11.979,-77.0,-1.522,36.0,0.712
,2025-09-23 00:00:00+08:00,000505.XSHE,-1.38,-215.0,-4.369,0.0,0.0,-215.0,-4.369,-72.0,-1.463,-16.0,-0.325
,2025-09-24 00:00:00+08:00,000505.XSHE,0.16,155.0,4.17,0.0,0.0,155.0,4.17,18.0,0.484,-11.0,-0.296
,2025-09-25 00:00:00+08:00,000505.XSHE,-0.77,-83.0,-2.648,0.0,0.0,-83.0,-2.648,-124.0,-3.957,12.0,0.383
,2025-09-26 00:00:00+08:00,000505.XSHE,0.63,440.0,12.507,114.0,3.24,326.0,9.267,105.0,2.985,-26.0,-0.739
,2025-09-29 00:00:00+08:00,000505.XSHE,-5.13,-521.0,-4.447,-30.0,-0.256,-491.0,-4.191,-145.0,-1.238,23.0,0.196
,2025-09-30 00:00:00+08:00,000505.XSHE,-0.16,275.0,6.195,118.0,2.658,157.0,3.537,-148.0,-3.334,18.0,0.405
